date,location,latitude,longitude,zone,kota_adm,population_density,day_of_week,day_of_month,month,year,day_of_year,is_weekend,season,weather,temperature_c,humidity_pct,rainfall_mm,event_name,event_visitors,has_event,volume_kg,organic_kg,anorganic_kg,recyclable_kg
2024-06-29,Jakarta Selatan - Jagakarsa,-6.3325,106.8256,suburban,Jakarta Selatan,11500,5,29,6,2024,181,1,Kemarau,Cerah,34.9,59.5,0.0,Tidak Ada,0,0,174033.87,107326.09,66707.78,24377.15
2024-06-29,Jakarta Timur - Jatinegara,-6.2194,106.8706,komersial,Jakarta Timur,21800,5,29,6,2024,181,1,Kemarau,Cerah,28.0,74.5,0.0,Festival Kuliner Jakarta,8892,1,654711.72,401884.97,252826.75,124354.95
2024-06-29,Jakarta Timur - Cakung,-6.1824,106.9372,industri,Jakarta Timur,14200,5,29,6,2024,181,1,Kemarau,Cerah,28.1,72.4,14.8,Tidak Ada,0,0,188917.44,122439.24,66478.2,36657.13
2024-06-29,Jakarta Timur - Duren Sawit,-6.2361,106.91,urban,Jakarta Timur,17300,5,29,6,2024,181,1,Kemarau,Cerah,31.5,70.6,0.0,Festival Kuliner Jakarta,8892,1,428699.22,243218.05,185481.17,82515.47
2024-06-29,Jakarta Timur - Matraman,-6.2026,106.8589,urban,Jakarta Timur,36200,5,29,6,2024,181,1,Kemarau,Cerah,31.4,76.2,0.0,Festival Kuliner Jakarta,8892,1,908197.98,589930.81,318267.17,169438.0
2024-06-29,Kepulauan Seribu - Pulau Pramuka,-5.744,106.6145,wisata,Kepulauan Seribu,450,5,29,6,2024,181,1,Kemarau,Cerah,29.7,65.6,1.8,Tidak Ada,0,0,9955.38,6039.45,3915.93,1841.29
2024-06-30,Jakarta Pusat - Menteng,-6.1944,106.8367,urban,Jakarta Pusat,12500,6,30,6,2024,182,1,Kemarau,Cerah,34.9,68.1,1.0,Jakarta Fair (PRJ),45795,1,270187.2,172529.64,97657.56,32692.93
2024-06-30,Jakarta Pusat - Tanah Abang,-6.1857,106.811,komersial,Jakarta Pusat,22000,6,30,6,2024,182,1,Kemarau,Cerah,28.0,64.0,0.0,Jakarta Fair (PRJ),45795,1,692076.46,415782.38,276294.08,117591.31
2024-06-30,Jakarta Pusat - Kemayoran,-6.1567,106.8557,urban,Jakarta Pusat,26500,6,30,6,2024,182,1,Kemarau,Cerah,27.9,59.6,1.8,Jakarta Fair (PRJ),45795,1,785882.96,452419.46,333463.49,101576.68
2024-06-30,Jakarta Pusat - Gambir,-6.1754,106.8272,pemerintahan,Jakarta Pusat,9800,6,30,6,2024,182,1,Kemarau,Cerah,35.6,69.1,4.8,Tidak Ada,0,0,159828.85,102620.16,57208.69,20675.99
2024-06-30,Jakarta Utara - Tanjung Priok,-6.1247,106.877,industri,Jakarta Utara,13500,6,30,6,2024,182,1,Kemarau,Cerah,31.4,62.3,3.8,Tidak Ada,0,0,187289.79,117379.74,69910.05,39830.28
2024-06-30,Jakarta Utara - Penjaringan,-6.1171,106.796,urban,Jakarta Utara,19200,6,30,6,2024,182,1,Kemarau,Cerah,29.2,76.4,8.2,Jakarta Fair (PRJ),45795,1,457551.45,292318.29,165233.15,86592.25
2024-06-30,Jakarta Utara - Kelapa Gading,-6.1588,106.9054,komersial,Jakarta Utara,11800,6,30,6,2024,182,1,Kemarau,Cerah,27.1,73.0,0.5,Jakarta Fair (PRJ),45795,1,297238.24,178943.2,118295.03,52484.61
2024-06-30,Jakarta Barat - Cengkareng,-6.144,106.7284,urban,Jakarta Barat,21500,6,30,6,2024,182,1,Kemarau,Cerah,27.4,59.1,0.0,Jakarta Fair (PRJ),45795,1,424343.9,267734.25,156609.65,67015.93
2024-06-30,Jakarta Barat - Grogol Petamburan,-6.1684,106.7851,komersial,Jakarta Barat,19800,6,30,6,2024,182,1,Kemarau,Cerah,31.5,63.8,0.0,Jakarta Fair (PRJ),45795,1,516634.2,309633.39,207000.82,62200.69
2024-06-30,Jakarta Barat - Tambora,-6.1503,106.8043,urban,Jakarta Barat,44400,6,30,6,2024,182,1,Kemarau,Cerah,28.9,60.1,0.0,Jakarta Fair (PRJ),45795,1,892165.68,525547.46,366618.22,166463.02
2024-06-30,Jakarta Barat - Kebon Jeruk,-6.1901,106.7673,urban,Jakarta Barat,17500,6,30,6,2024,182,1,Kemarau,Cerah,28.7,55.2,11.8,Jakarta Fair (PRJ),45795,1,391382.0,231508.55,159873.45,53588.14
2024-06-30,Jakarta Selatan - Kebayoran Baru,-6.2447,106.7969,urban,Jakarta Selatan,14800,6,30,6,2024,182,1,Kemarau,Cerah,29.9,57.7,0.0,Jakarta Fair (PRJ),45795,1,334922.86,214078.45,120844.42,49808.55
2024-06-30,Jakarta Selatan - Tebet,-6.2262,106.8492,urban,Jakarta Selatan,21200,6,30,6,2024,182,1,Kemarau,Cerah,35.9,75.3,2.5,Jakarta Fair (PRJ),45795,1,453577.95,291088.22,162489.73,84960.2
2024-06-30,Jakarta Selatan - Pancoran,-6.248,106.8418,urban,Jakarta Selatan,17600,6,30,6,2024,182,1,Kemarau,Cerah,35.1,56.2,0.0,Jakarta Fair (PRJ),45795,1,469779.01,267331.32,202447.69,78079.12
2024-06-30,Jakarta Selatan - Jagakarsa,-6.3325,106.8256,suburban,Jakarta Selatan,11500,6,30,6,2024,182,1,Kemarau,Cerah,33.0,70.3,7.4,Tidak Ada,0,0,163773.68,104807.18,58966.51,35061.98
2024-06-30,Jakarta Timur - Jatinegara,-6.2194,106.8706,komersial,Jakarta Timur,21800,6,30,6,2024,182,1,Kemarau,Cerah,32.6,69.0,2.1,Jakarta Fair (PRJ),45795,1,635985.58,410949.25,225036.33,125612.35
2024-06-30,Jakarta Timur - Cakung,-6.1824,106.9372,industri,Jakarta Timur,14200,6,30,6,2024,182,1,Kemarau,Cerah,27.6,63.8,8.9,Tidak Ada,0,0,241064.99,151963.99,89101.0,41195.24
2024-06-30,Jakarta Timur - Duren Sawit,-6.2361,106.91,urban,Jakarta Timur,17300,6,30,6,2024,182,1,Kemarau,Cerah,27.8,62.0,2.1,Jakarta Fair (PRJ),45795,1,343498.68,192445.01,151053.67,59612.99
2024-06-30,Jakarta Timur - Matraman,-6.2026,106.8589,urban,Jakarta Timur,36200,6,30,6,2024,182,1,Kemarau,Cerah,30.3,55.4,8.2,Jakarta Fair (PRJ),45795,1,722247.82,445775.15,276472.67,137382.86
2024-06-30,Kepulauan Seribu - Pulau Pramuka,-5.744,106.6145,wisata,Kepulauan Seribu,450,6,30,6,2024,182,1,Kemarau,Cerah,27.1,63.3,5.1,Tidak Ada,0,0,10359.57,6283.7,4075.87,1765.18
2024-07-01,Jakarta Pusat - Menteng,-6.1944,106.8367,urban,Jakarta Pusat,12500,0,1,7,2024,183,0,Kemarau,Berawan,28.8,67.9,2.4,Jakarta Fair (PRJ),45795,1,300182.1,174599.56,125582.55,46293.68
2024-07-01,Jakarta Pusat - Tanah Abang,-6.1857,106.811,komersial,Jakarta Pusat,22000,0,1,7,2024,183,0,Kemarau,Berawan,30.2,56.8,1.8,Jakarta Fair (PRJ),45795,1,492364.62,304527.82,187836.8,93931.02
2024-07-01,Jakarta Pusat - Kemayoran,-6.1567,106.8557,urban,Jakarta Pusat,26500,0,1,7,2024,183,0,Kemarau,Berawan,33.1,75.0,0.0,Jakarta Fair (PRJ),45795,1,649565.13,400695.35,248869.78,98436.17
2024-07-01,Jakarta Pusat - Gambir,-6.1754,106.8272,pemerintahan,Jakarta Pusat,9800,0,1,7,2024,183,0,Kemarau,Berawan,28.1,64.5,0.0,Tidak Ada,0,0,137828.84,81615.5,56213.34,17840.53
2024-07-01,Jakarta Utara - Tanjung Priok,-6.1247,106.877,industri,Jakarta Utara,13500,0,1,7,2024,183,0,Kemarau,Berawan,33.0,69.6,4.1,Tidak Ada,0,0,213595.42,131677.69,81917.73,27878.89
2024-07-01,Jakarta Utara - Penjaringan,-6.1171,106.796,urban,Jakarta Utara,19200,0,1,7,2024,183,0,Kemarau,Berawan,33.3,61.2,5.3,Jakarta Fair (PRJ),45795,1,411207.64,261865.37,149342.26,66374.32
2024-07-01,Jakarta Utara - Kelapa Gading,-6.1588,106.9054,komersial,Jakarta Utara,11800,0,1,7,2024,183,0,Kemarau,Berawan,35.3,62.2,10.5,Jakarta Fair (PRJ),45795,1,271710.36,161599.75,110110.62,58554.21
2024-07-01,Jakarta Barat - Cengkareng,-6.144,106.7284,urban,Jakarta Barat,21500,0,1,7,2024,183,0,Kemarau,Berawan,32.7,60.9,1.0,Jakarta Fair (PRJ),45795,1,459872.67,294595.31,165277.36,80091.28
2024-07-01,Jakarta Barat - Grogol Petamburan,-6.1684,106.7851,komersial,Jakarta Barat,19800,0,1,7,2024,183,0,Kemarau,Berawan,35.2,69.2,8.9,Jakarta Fair (PRJ),45795,1,493888.5,296506.63,197381.87,62235.31
2024-07-01,Jakarta Barat - Tambora,-6.1503,106.8043,urban,Jakarta Barat,44400,0,1,7,2024,183,0,Kemarau,Berawan,33.5,68.4,0.0,Jakarta Fair (PRJ),45795,1,945338.94,583979.67,361359.28,163143.79
2024-07-01,Jakarta Barat - Kebon Jeruk,-6.1901,106.7673,urban,Jakarta Barat,17500,0,1,7,2024,183,0,Kemarau,Berawan,31.6,77.8,9.8,Jakarta Fair (PRJ),45795,1,394534.13,252188.54,142345.59,76258.61
2024-07-01,Jakarta Selatan - Kebayoran Baru,-6.2447,106.7969,urban,Jakarta Selatan,14800,0,1,7,2024,183,0,Kemarau,Berawan,33.5,69.6,0.4,Jakarta Fair (PRJ),45795,1,324572.55,192367.35,132205.2,60004.87
2024-07-01,Jakarta Selatan - Tebet,-6.2262,106.8492,urban,Jakarta Selatan,21200,0,1,7,2024,183,0,Kemarau,Berawan,31.0,76.1,0.0,Jakarta Fair (PRJ),45795,1,425161.34,257708.93,167452.41,87117.42
2024-07-01,Jakarta Selatan - Pancoran,-6.248,106.8418,urban,Jakarta Selatan,17600,0,1,7,2024,183,0,Kemarau,Berawan,35.6,70.2,0.0,Jakarta Fair (PRJ),45795,1,421540.18,265413.74,156126.44,75163.47
2024-07-01,Jakarta Selatan - Jagakarsa,-6.3325,106.8256,suburban,Jakarta Selatan,11500,0,1,7,2024,183,0,Kemarau,Berawan,33.7,59.8,3.1,Tidak Ada,0,0,148775.99,87982.15,60793.84,22305.22
2024-07-01,Jakarta Timur - Jatinegara,-6.2194,106.8706,komersial,Jakarta Timur,21800,0,1,7,2024,183,0,Kemarau,Berawan,35.0,72.8,0.3,Jakarta Fair (PRJ),45795,1,487307.33,274140.37,213166.96,73632.48
2024-07-01,Jakarta Timur - Cakung,-6.1824,106.9372,industri,Jakarta Timur,14200,0,1,7,2024,183,0,Kemarau,Berawan,28.2,62.7,6.3,Tidak Ada,0,0,234999.9,135581.26,99418.64,49054.86
2024-07-01,Jakarta Timur - Duren Sawit,-6.2361,106.91,urban,Jakarta Timur,17300,0,1,7,2024,183,0,Kemarau,Berawan,34.1,66.3,4.0,Jakarta Fair (PRJ),45795,1,321778.91,200472.45,121306.46,51074.23
2024-07-01,Jakarta Timur - Matraman,-6.2026,106.8589,urban,Jakarta Timur,36200,0,1,7,2024,183,0,Kemarau,Berawan,27.7,69.2,0.0,Jakarta Fair (PRJ),45795,1,781291.68,449410.22,331881.46,132101.6
2024-07-01,Kepulauan Seribu - Pulau Pramuka,-5.744,106.6145,wisata,Kepulauan Seribu,450,0,1,7,2024,183,0,Kemarau,Berawan,33.4,71.4,10.6,Tidak Ada,0,0,9405.52,6070.72,3334.8,1950.86
2024-07-02,Jakarta Pusat - Menteng,-6.1944,106.8367,urban,Jakarta Pusat,12500,1,2,7,2024,184,0,Kemarau,Cerah,32.6,64.9,5.9,Jakarta Fair (PRJ),45795,1,216264.43,122059.71,94204.72,47566.67
2024-07-02,Jakarta Pusat - Tanah Abang,-6.1857,106.811,komersial,Jakarta Pusat,22000,1,2,7,2024,184,0,Kemarau,Cerah,27.3,66.5,0.0,Jakarta Fair (PRJ),45795,1,534660.82,296715.02,237945.8,69221.52
2024-07-02,Jakarta Pusat - Kemayoran,-6.1567,106.8557,urban,Jakarta Pusat,26500,1,2,7,2024,184,0,Kemarau,Cerah,33.2,77.6,3.7,Jakarta Fair (PRJ),45795,1,688976.0,428627.44,260348.57,98550.79
2024-07-02,Jakarta Pusat - Gambir,-6.1754,106.8272,pemerintahan,Jakarta Pusat,9800,1,2,7,2024,184,0,Kemarau,Cerah,33.3,74.6,4.8,Tidak Ada,0,0,164492.0,106067.7,58424.29,27745.7
2024-07-02,Jakarta Utara - Tanjung Priok,-6.1247,106.877,industri,Jakarta Utara,13500,1,2,7,2024,184,0,Kemarau,Cerah,29.0,65.3,0.0,Tidak Ada,0,0,170773.8,110091.02,60682.79,32896.22
2024-07-02,Jakarta Utara - Penjaringan,-6.1171,106.796,urban,Jakarta Utara,19200,1,2,7,2024,184,0,Kemarau,Cerah,32.6,67.4,10.1,Jakarta Fair (PRJ),45795,1,381671.69,234726.26,146945.43,74569.8
2024-07-02,Jakarta Utara - Kelapa Gading,-6.1588,106.9054,komersial,Jakarta Utara,11800,1,2,7,2024,184,0,Kemarau,Cerah,30.7,77.3,7.6,Jakarta Fair (PRJ),45795,1,288918.01,177103.05,111814.96,45065.13
2024-07-02,Jakarta Barat - Cengkareng,-6.144,106.7284,urban,Jakarta Barat,21500,1,2,7,2024,184,0,Kemarau,Cerah,28.5,61.4,0.3,Jakarta Fair (PRJ),45795,1,404332.58,242292.33,162040.25,82351.62
2024-07-02,Jakarta Barat - Grogol Petamburan,-6.1684,106.7851,komersial,Jakarta Barat,19800,1,2,7,2024,184,0,Kemarau,Cerah,31.0,75.5,1.2,Jakarta Fair (PRJ),45795,1,454695.09,260913.56,193781.52,72236.26
2024-07-02,Jakarta Barat - Tambora,-6.1503,106.8043,urban,Jakarta Barat,44400,1,2,7,2024,184,0,Kemarau,Cerah,32.5,77.6,1.6,Jakarta Fair (PRJ),45795,1,769591.81,463626.34,305965.46,166459.47
2024-07-02,Jakarta Barat - Kebon Jeruk,-6.1901,106.7673,urban,Jakarta Barat,17500,1,2,7,2024,184,0,Kemarau,Cerah,30.1,76.2,7.7,Jakarta Fair (PRJ),45795,1,296810.22,179855.62,116954.6,43908.48
2024-07-02,Jakarta Selatan - Kebayoran Baru,-6.2447,106.7969,urban,Jakarta Selatan,14800,1,2,7,2024,184,0,Kemarau,Cerah,34.7,69.5,1.6,Jakarta Fair (PRJ),45795,1,297929.42,164768.61,133160.81,38459.01
2024-07-02,Jakarta Selatan - Tebet,-6.2262,106.8492,urban,Jakarta Selatan,21200,1,2,7,2024,184,0,Kemarau,Cerah,32.6,65.8,6.4,Jakarta Fair (PRJ),45795,1,379544.72,229134.31,150410.4,73526.13
2024-07-02,Jakarta Selatan - Pancoran,-6.248,106.8418,urban,Jakarta Selatan,17600,1,2,7,2024,184,0,Kemarau,Cerah,33.6,56.8,4.2,Jakarta Fair (PRJ),45795,1,345235.85,221218.53,124017.32,66622.6
2024-07-02,Jakarta Selatan - Jagakarsa,-6.3325,106.8256,suburban,Jakarta Selatan,11500,1,2,7,2024,184,0,Kemarau,Cerah,29.9,60.1,1.1,Tidak Ada,0,0,162223.75,92996.45,69227.3,21340.63
2024-07-02,Jakarta Timur - Jatinegara,-6.2194,106.8706,komersial,Jakarta Timur,21800,1,2,7,2024,184,0,Kemarau,Cerah,35.7,67.9,3.0,Jakarta Fair (PRJ),45795,1,456610.03,283763.15,172846.88,83258.81
2024-07-02,Jakarta Timur - Cakung,-6.1824,106.9372,industri,Jakarta Timur,14200,1,2,7,2024,184,0,Kemarau,Cerah,33.0,60.5,0.0,Tidak Ada,0,0,211784.22,137220.57,74563.65,40161.96
2024-07-02,Jakarta Timur - Duren Sawit,-6.2361,106.91,urban,Jakarta Timur,17300,1,2,7,2024,184,0,Kemarau,Cerah,29.7,61.0,7.2,Jakarta Fair (PRJ),45795,1,365244.0,212472.99,152771.01,61496.64
2024-07-02,Jakarta Timur - Matraman,-6.2026,106.8589,urban,Jakarta Timur,36200,1,2,7,2024,184,0,Kemarau,Cerah,30.6,70.6,1.2,Jakarta Fair (PRJ),45795,1,748099.33,455865.44,292233.89,135246.1
2024-07-02,Kepulauan Seribu - Pulau Pramuka,-5.744,106.6145,wisata,Kepulauan Seribu,450,1,2,7,2024,184,0,Kemarau,Cerah,30.1,72.2,0.6,Tidak Ada,0,0,10574.82,5939.55,4635.27,1962.69
2024-07-03,Jakarta Pusat - Menteng,-6.1944,106.8367,urban,Jakarta Pusat,12500,2,3,7,2024,185,0,Kemarau,Berawan,34.4,56.4,2.1,Jakarta Fair (PRJ),45795,1,223103.72,136914.77,86188.95,48519.92
2024-07-03,Jakarta Pusat - Tanah Abang,-6.1857,106.811,komersial,Jakarta Pusat,22000,2,3,7,2024,185,0,Kemarau,Berawan,35.2,75.1,2.0,Jakarta Fair (PRJ),45795,1,556357.68,333983.95,222373.73,103600.02
2024-07-03,Jakarta Pusat - Kemayoran,-6.1567,106.8557,urban,Jakarta Pusat,26500,2,3,7,2024,185,0,Kemarau,Berawan,29.6,60.7,3.4,Jakarta Fair (PRJ),45795,1,549960.36,321159.95,228800.42,105538.46
2024-07-03,Jakarta Pusat - Gambir,-6.1754,106.8272,pemerintahan,Jakarta Pusat,9800,2,3,7,2024,185,0,Kemarau,Berawan,31.3,64.0,0.6,Tidak Ada,0,0,143978.55,89196.44,54782.11,26149.97
2024-07-03,Jakarta Utara - Tanjung Priok,-6.1247,106.877,industri,Jakarta Utara,13500,2,3,7,2024,185,0,Kemarau,Berawan,35.5,59.9,4.0,Tidak Ada,0,0,212635.32,126440.5,86194.82,37225.86
2024-07-03,Jakarta Utara - Penjaringan,-6.1171,106.796,urban,Jakarta Utara,19200,2,3,7,2024,185,0,Kemarau,Berawan,35.1,73.0,13.3,Jakarta Fair (PRJ),45795,1,290490.1,167275.61,123214.49,58638.14
2024-07-03,Jakarta Utara - Kelapa Gading,-6.1588,106.9054,komersial,Jakarta Utara,11800,2,3,7,2024,185,0,Kemarau,Berawan,33.0,68.6,3.7,Jakarta Fair (PRJ),45795,1,263096.22,162404.72,100691.5,45526.81
2024-07-03,Jakarta Barat - Cengkareng,-6.144,106.7284,urban,Jakarta Barat,21500,2,3,7,2024,185,0,Kemarau,Berawan,32.9,72.9,1.3,Jakarta Fair (PRJ),45795,1,379956.82,220591.61,159365.21,65523.58
2024-07-03,Jakarta Barat - Grogol Petamburan,-6.1684,106.7851,komersial,Jakarta Barat,19800,2,3,7,2024,185,0,Kemarau,Berawan,30.9,73.8,2.1,Jakarta Fair (PRJ),45795,1,452186.36,264332.63,187853.72,87873.12
2024-07-03,Jakarta Barat - Tambora,-6.1503,106.8043,urban,Jakarta Barat,44400,2,3,7,2024,185,0,Kemarau,Berawan,31.1,69.0,3.4,Jakarta Fair (PRJ),45795,1,974968.64,628646.47,346322.17,123753.21
2024-07-03,Jakarta Barat - Kebon Jeruk,-6.1901,106.7673,urban,Jakarta Barat,17500,2,3,7,2024,185,0,Kemarau,Berawan,32.4,71.0,0.0,Jakarta Fair (PRJ),45795,1,336787.2,208056.41,128730.79,48050.58
2024-07-03,Jakarta Selatan - Kebayoran Baru,-6.2447,106.7969,urban,Jakarta Selatan,14800,2,3,7,2024,185,0,Kemarau,Berawan,28.7,75.5,0.0,Jakarta Fair (PRJ),45795,1,301984.43,174036.04,127948.38,58113.47
2024-07-03,Jakarta Selatan - Tebet,-6.2262,106.8492,urban,Jakarta Selatan,21200,2,3,7,2024,185,0,Kemarau,Berawan,30.9,68.5,1.5,Jakarta Fair (PRJ),45795,1,374422.24,222332.74,152089.5,60234.94
2024-07-03,Jakarta Selatan - Pancoran,-6.248,106.8418,urban,Jakarta Selatan,17600,2,3,7,2024,185,0,Kemarau,Berawan,32.0,63.3,3.4,Jakarta Fair (PRJ),45795,1,316618.94,176216.77,140402.16,61088.95
2024-07-03,Jakarta Selatan - Jagakarsa,-6.3325,106.8256,suburban,Jakarta Selatan,11500,2,3,7,2024,185,0,Kemarau,Berawan,27.7,76.5,9.1,Tidak Ada,0,0,148635.37,93580.31,55055.06,22380.86
2024-07-03,Jakarta Timur - Jatinegara,-6.2194,106.8706,komersial,Jakarta Timur,21800,2,3,7,2024,185,0,Kemarau,Berawan,34.9,56.0,0.7,Jakarta Fair (PRJ),45795,1,583824.39,337400.53,246423.86,107795.3
2024-07-03,Jakarta Timur - Cakung,-6.1824,106.9372,industri,Jakarta Timur,14200,2,3,7,2024,185,0,Kemarau,Berawan,34.9,56.0,9.1,Tidak Ada,0,0,222814.02,136083.04,86730.99,38394.38
2024-07-03,Jakarta Timur - Duren Sawit,-6.2361,106.91,urban,Jakarta Timur,17300,2,3,7,2024,185,0,Kemarau,Berawan,31.7,67.2,1.2,Jakarta Fair (PRJ),45795,1,373471.23,233507.13,139964.11,45475.54
2024-07-03,Jakarta Timur - Matraman,-6.2026,106.8589,urban,Jakarta Timur,36200,2,3,7,2024,185,0,Kemarau,Berawan,34.2,73.5,0.0,Jakarta Fair (PRJ),45795,1,620575.39,383622.63,236952.76,87364.01
2024-07-03,Kepulauan Seribu - Pulau Pramuka,-5.744,106.6145,wisata,Kepulauan Seribu,450,2,3,7,2024,185,0,Kemarau,Berawan,33.5,63.3,0.0,Tidak Ada,0,0,8858.9,5123.88,3735.02,1490.33
2024-07-04,Jakarta Pusat - Menteng,-6.1944,106.8367,urban,Jakarta Pusat,12500,3,4,7,2024,186,0,Kemarau,Berawan,29.0,64.3,0.0,Jakarta Fair (PRJ),45795,1,193248.62,106767.15,86481.47,23265.47
2024-07-04,Jakarta Pusat - Tanah Abang,-6.1857,106.811,komersial,Jakarta Pusat,22000,3,4,7,2024,186,0,Kemarau,Berawan,29.0,62.8,5.2,Jakarta Fair (PRJ),45795,1,482893.99,278492.94,204401.05,69755.99
2024-07-04,Jakarta Pusat - Kemayoran,-6.1567,106.8557,urban,Jakarta Pusat,26500,3,4,7,2024,186,0,Kemarau,Berawan,27.1,58.5,2.6,Jakarta Fair (PRJ),45795,1,490249.15,280337.85,209911.29,65225.27
2024-07-04,Jakarta Pusat - Gambir,-6.1754,106.8272,pemerintahan,Jakarta Pusat,9800,3,4,7,2024,186,0,Kemarau,Berawan,35.0,75.4,7.1,Tidak Ada,0,0,129483.96,77283.82,52200.14,23194.48
2024-07-04,Jakarta Utara - Tanjung Priok,-6.1247,106.877,industri,Jakarta Utara,13500,3,4,7,2024,186,0,Kemarau,Berawan,34.7,65.9,4.8,Tidak Ada,0,0,210067.9,115900.51,94167.39,36755.26
2024-07-04,Jakarta Utara - Penjaringan,-6.1171,106.796,urban,Jakarta Utara,19200,3,4,7,2024,186,0,Kemarau,Berawan,28.6,75.4,1.6,Jakarta Fair (PRJ),45795,1,310147.32,191188.78,118958.53,59200.9
2024-07-04,Jakarta Utara - Kelapa Gading,-6.1588,106.9054,komersial,Jakarta Utara,11800,3,4,7,2024,186,0,Kemarau,Berawan,32.8,74.6,2.1,Jakarta Fair (PRJ),45795,1,221742.18,138904.88,82837.3,44126.13
2024-07-04,Jakarta Barat - Cengkareng,-6.144,106.7284,urban,Jakarta Barat,21500,3,4,7,2024,186,0,Kemarau,Berawan,36.0,71.7,4.7,Jakarta Fair (PRJ),45795,1,413533.15,245385.94,168147.21,80539.6
2024-07-04,Jakarta Barat - Grogol Petamburan,-6.1684,106.7851,komersial,Jakarta Barat,19800,3,4,7,2024,186,0,Kemarau,Berawan,35.7,59.0,0.0,Jakarta Fair (PRJ),45795,1,421146.22,256366.35,164779.87,57874.36
2024-07-04,Jakarta Barat - Tambora,-6.1503,106.8043,urban,Jakarta Barat,44400,3,4,7,2024,186,0,Kemarau,Berawan,27.6,77.4,2.7,Jakarta Fair (PRJ),45795,1,750713.13,457798.94,292914.19,135265.47
2024-07-04,Jakarta Barat - Kebon Jeruk,-6.1901,106.7673,urban,Jakarta Barat,17500,3,4,7,2024,186,0,Kemarau,Berawan,29.4,61.6,11.2,Jakarta Fair (PRJ),45795,1,389934.8,234745.25,155189.55,70606.73
2024-07-04,Jakarta Selatan - Kebayoran Baru,-6.2447,106.7969,urban,Jakarta Selatan,14800,3,4,7,2024,186,0,Kemarau,Berawan,34.3,58.6,3.3,Jakarta Fair (PRJ),45795,1,307443.83,170627.16,136816.67,55444.55
2024-07-04,Jakarta Selatan - Tebet,-6.2262,106.8492,urban,Jakarta Selatan,21200,3,4,7,2024,186,0,Kemarau,Berawan,32.4,61.3,4.3,Jakarta Fair (PRJ),45795,1,345656.22,204840.11,140816.11,60570.08
2024-07-04,Jakarta Selatan - Pancoran,-6.248,106.8418,urban,Jakarta Selatan,17600,3,4,7,2024,186,0,Kemarau,Berawan,32.1,64.4,0.6,Jakarta Fair (PRJ),45795,1,364570.64,234827.77,129742.86,75170.1
2024-07-04,Jakarta Selatan - Jagakarsa,-6.3325,106.8256,suburban,Jakarta Selatan,11500,3,4,7,2024,186,0,Kemarau,Berawan,29.3,60.9,1.2,Tidak Ada,0,0,127599.85,71539.51,56060.34,24095.41
2024-07-04,Jakarta Timur - Jatinegara,-6.2194,106.8706,komersial,Jakarta Timur,21800,3,4,7,2024,186,0,Kemarau,Berawan,34.1,73.8,8.8,Jakarta Fair (PRJ),45795,1,547198.82,320944.58,226254.24,94961.61
2024-07-04,Jakarta Timur - Cakung,-6.1824,106.9372,industri,Jakarta Timur,14200,3,4,7,2024,186,0,Kemarau,Berawan,33.0,73.6,4.3,Tidak Ada,0,0,169055.95,94667.33,74388.61,21208.27
2024-07-04,Jakarta Timur - Duren Sawit,-6.2361,106.91,urban,Jakarta Timur,17300,3,4,7,2024,186,0,Kemarau,Berawan,32.4,73.6,3.1,Jakarta Fair (PRJ),45795,1,293895.64,177379.85,116515.79,62768.74
2024-07-04,Jakarta Timur - Matraman,-6.2026,106.8589,urban,Jakarta Timur,36200,3,4,7,2024,186,0,Kemarau,Berawan,31.7,57.9,7.1,Jakarta Fair (PRJ),45795,1,709535.47,406854.92,302680.55,89396.16
2024-07-04,Kepulauan Seribu - Pulau Pramuka,-5.744,106.6145,wisata,Kepulauan Seribu,450,3,4,7,2024,186,0,Kemarau,Berawan,30.3,64.0,8.2,Tidak Ada,0,0,9135.93,5320.03,3815.9,1950.66
2024-07-05,Jakarta Pusat - Menteng,-6.1944,106.8367,urban,Jakarta Pusat,12500,4,5,7,2024,187,0,Kemarau,Cerah,33.5,72.1,7.9,Jakarta Fair (PRJ),45795,1,190599.62,115991.39,74608.24,34143.1
2024-07-05,Jakarta Pusat - Tanah Abang,-6.1857,106.811,komersial,Jakarta Pusat,22000,4,5,7,2024,187,0,Kemarau,Cerah,31.6,64.2,3.9,Jakarta Fair (PRJ),45795,1,351628.0,222842.52,128785.48,53091.1
2024-07-05,Jakarta Pusat - Kemayoran,-6.1567,106.8557,urban,Jakarta Pusat,26500,4,5,7,2024,187,0,Kemarau,Cerah,32.4,57.5,8.6,Jakarta Fair (PRJ),45795,1,643106.75,378539.01,264567.74,121535.84
2024-07-05,Jakarta Pusat - Gambir,-6.1754,106.8272,pemerintahan,Jakarta Pusat,9800,4,5,7,2024,187,0,Kemarau,Cerah,30.3,60.2,3.3,Tidak Ada,0,0,160987.22,104514.11,56473.11,29446.93
2024-07-05,Jakarta Utara - Tanjung Priok,-6.1247,106.877,industri,Jakarta Utara,13500,4,5,7,2024,187,0,Kemarau,Cerah,33.4,62.2,4.2,Tidak Ada,0,0,179056.76,102669.76,76386.99,25079.26
2024-07-05,Jakarta Utara - Penjaringan,-6.1171,106.796,urban,Jakarta Utara,19200,4,5,7,2024,187,0,Kemarau,Cerah,33.6,62.7,0.7,Jakarta Fair (PRJ),45795,1,305487.94,176082.5,129405.44,49718.39
